serial_number,list_year,date_recorded,town,address,assessed_value,sale_amount15,sales_ratio16,property_type,residential_type
200198,2020,2021-02-25T00:00:00,Avon,2 MAPLE LANE,107390,215000,0.4994,Residential,Condo
20482,2020,2021-08-31T00:00:00,Bethel,313 COPPER SQUARE DRIVE,212730,400000,0.5318,Residential,Condo
201532,2020,2021-08-03T00:00:00,Greenwich,3 PUTNAM HILL,60231850,795000,75.76333333,Residential,Condo
2000207,2020,2021-04-30T00:00:00,Bloomfield,269 TUNXIS AVENUE,138990,245000,0.5673,Residential,Single Family
200219,2020,2021-02-22T00:00:00,Guilford,18 WAUWINET CT,64270,145000,0.4432,Residential,Condo
200649,2020,2021-06-28T00:00:00,Enfield,2 HOMESTEAD DR,109540,281500,0.389129663,Residential,Single Family
200137,2020,2020-11-18T00:00:00,Enfield,21 BASS DR,120270,205000,0.5866,Residential,Single Family
200148,2020,2020-10-29T00:00:00,Greenwich,6 ARMSTRONG LANE,1211280,2035000,0.595223587,Residential,Single Family
200216,2020,2021-01-19T00:00:00,East Haven,108 CENTER ST,95200,143000,0.665734266,Residential,Single Family
200067,2020,2021-01-26T00:00:00,Hebron,70 FOX RIDGE LANE,291140,484000,0.6015,Residential,Single Family
200413,2020,2020-12-30T00:00:00,Manchester,23 SEAMAN CIRCLE,101000,199900,0.5052,Residential,Two Family
200295,2020,2021-07-30T00:00:00,Coventry,194 AVERY SHORES,247000,465000,0.5311,Residential,Single Family
20063,2020,2021-04-05T00:00:00,Ashford,826 WESTFORD RD,153300,175000,0.876,Residential,Single Family
200445,2020,2021-08-05T00:00:00,Avon,60 BRIAR HILL ROAD,263980,550000,0.4799,Residential,Single Family
200425,2020,2021-04-30T00:00:00,Groton,190 MIDWAY OVAL,49980,155000,0.322451613,Residential,Single Family
200656,2020,2021-08-19T00:00:00,East Haven,17 PINE VIEW DR,145780,152500,0.955934426,Residential,Single Family
200461,2020,2021-08-03T00:00:00,Madison,43 MADISON SPRINGS DR,294200,750000,0.3922,Residential,Single Family
200109,2020,2021-07-26T00:00:00,Harwinton,120 BOGUE RD,121330,240000,0.5055,Residential,Single Family
200053,2020,2021-05-12T00:00:00,Cornwall,17 BROOK RD,14700,23000,0.6391,Vacant Land,
200092,2020,2020-11-18T00:00:00,East Lyme,91 RIVERVIEW RD #5-F,134120,206500,0.6494,Residential,Condo
200060,2020,2020-10-15T00:00:00,Bristol,311 SUNNYDALE AVE,150150,255000,0.5888,Residential,Single Family
201162,2020,2021-06-11T00:00:00,Greenwich,15 LAFAYETTE COURT UN6A,908040,975000,0.9313,Residential,Condo
200050,2020,2020-11-16T00:00:00,East Haddam,159 LEESVILLE RD,287710,360000,0.7991,Residential,Two Family
200409,2020,2021-06-01T00:00:00,Farmington,24 HOTCHKISS RD,183580,355000,0.5171,Residential,Single Family
201449,2020,2021-07-21T00:00:00,Greenwich,44 SOUND VIEW DRIVE UN44-A,1387750,3200000,0.4336,Residential,Condo
200504,2020,2021-09-13T00:00:00,Avon,114 COUNTRY CLUB ROAD,324240,585000,0.5542,Residential,Single Family
20000127,2020,2021-01-06T00:00:00,Brookfield,3 NICOLES CT,586250,806700,0.7267,Residential,Single Family
20747,2020,2021-05-03T00:00:00,Hartford,30 WOODLAND ST #008E,18165,40000,0.4541,Residential,Condo
200748,2020,2021-08-06T00:00:00,Glastonbury,21 DOROTHYS WAY,97700,769900,0.1268,Residential,Single Family
20401,2020,2021-02-05T00:00:00,Hartford,229 WHITE ST,150640,320000,0.4707,Commercial,
200501,2020,2021-06-03T00:00:00,Groton,370 MERIDIAN ST U62,140980,232500,0.606365591,Residential,Condo
200521,2020,2021-05-26T00:00:00,Glastonbury,5 W LEDGE RD,27400,135000,0.202962963,Vacant Land,
20996,2020,2021-07-14T00:00:00,Hartford,18 MARTIN ST,54757,170000,0.3221,Residential,Three Family
20704,2020,2021-04-26T00:00:00,Hartford,94 HOMESTEAD AVE,8120,10000,0.812,Vacant Land,
200072,2020,2021-07-16T00:00:00,Lyme,6 OLD HAMBURG RD,391300,1160000,0.3373,Residential,Single Family
200032,2020,2020-10-07T00:00:00,Greenwich,66 GLENWOOD DRIVE,6335070,12500000,0.5068,Residential,Single Family
201388,2020,2021-08-19T00:00:00,Danbury,3 JUDITH DR,277700,530000,0.5239,Residential,Single Family
200006,2020,2020-10-06T00:00:00,Cromwell,19 WOODBRIDGE,129640,200000,0.6482,Residential,Condo
20461,2020,2021-08-23T00:00:00,Bethel,9 GREAT HILL DRIVE,48585,458468,0.1059,Residential,Condo
20000228,2020,2021-04-07T00:00:00,Brookfield,20A INDIAN TRAIL,113270,390000,0.290435897,Vacant Land,
20493,2020,2021-04-21T00:00:00,East Hartford,61 DAVIS RD,114260,190000,0.6013,Residential,Single Family
200717,2020,2021-08-25T00:00:00,Branford,26 JEFFERSON WOODS,90800,137500,0.6603,Residential,Condo
200036,2020,2020-12-15T00:00:00,Kent,108 SOUTH KENT RD,194300,279000,0.6964,Residential,Single Family
200992,2020,2021-06-30T00:00:00,Bristol,34 STEWART ST,131320,270000,0.4863,Residential,Single Family
200033,2020,2021-01-06T00:00:00,East Granby,3 SUTTON PLACE,214700,400000,0.5367,Residential,Single Family
200063,2020,2020-10-19T00:00:00,Manchester,60 FOLEY STREET,112100,179000,0.6262,Residential,Single Family
200266,2020,2020-11-23T00:00:00,Greenwich,125 HAMILTON AVENUE,1228360,2525000,0.4864,Residential,Single Family
200313,2020,2021-02-26T00:00:00,Branford,31 HAMPTON PARK,106900,155000,0.6896,Residential,Condo
20140,2020,2020-11-16T00:00:00,Hartford,15 WOODSTOCK ST,36820,121100,0.304,Residential,Single Family
20252,2020,2021-04-12T00:00:00,Darien,21 BRUSHY HILL ROAD,900340,1295000,0.6952,Residential,Single Family
200049,2020,2021-01-28T00:00:00,Beacon Falls,23 JOHNSON STREET,94640,80000,1.183,Residential,Single Family
200356,2020,2021-04-30T00:00:00,Farmington,5-K STAUNTON COURT,161590,280000,0.5771,Residential,Condo
2000487,2020,2021-08-30T00:00:00,Cheshire,37 CURRIER WAY,106630,239900,0.4444,Residential,Condo
200054,2020,2021-05-20T00:00:00,Lyme,0 MITCHELL HILL RD,25700,32000,0.8031,Vacant Land,
200694,2020,2021-07-12T00:00:00,Enfield,4 STEELE RD,154750,320000,0.4835,Residential,Single Family
20088,2020,2021-08-06T00:00:00,Ashford,WATERFALL RD (12-D-2),190,3000,0.063333333,Vacant Land,
20000267,2020,2021-09-13T00:00:00,Granby,33 HUNT GLEN DR,200410,380000,0.5273,Residential,Condo
200705,2020,2021-04-20T00:00:00,Bristol,336 PECK LN,130970,195700,0.6692,Residential,Single Family
201064,2020,2020-12-09T00:00:00,Griswold,5 DEEBEE LN,202090,265000,0.762603774,Residential,Single Family
200236,2020,2020-12-01T00:00:00,Bristol,5 DAKOTA TR,122220,157500,0.776,Residential,Single Family
200706,2020,2021-08-19T00:00:00,Branford,327 JEFFERSON WOODS,112000,227000,0.4933,Residential,Condo
200002,2020,2020-10-05T00:00:00,Bethany,102 RUSSELL RD,167430,347500,0.4818,Residential,Single Family
200358,2020,2021-07-12T00:00:00,Killingly,49 DEERWOOD DR,213360,365000,0.5845,Residential,Single Family
201259,2020,2021-09-27T00:00:00,Hartford,"197 COLLINS ST #1A, 1B, 1C, 1D",1770817,6450000,0.2745,Residential,Condo
200091,2020,2021-05-27T00:00:00,Bethany,1070 AMITY RD #16,36860,63000,0.585,Residential,Single Family
20726,2020,2021-07-15T00:00:00,East Hartford,45 SUNNYREACH,83200,192000,0.4333,Residential,Single Family
201073,2020,2021-07-20T00:00:00,Bristol,444 MAPLE ST,146930,290000,0.5066,Residential,Single Family
200602,2020,2021-07-12T00:00:00,Groton,1290 NORTH RD LOT 19,4900,16000,0.30625,Residential,Single Family
200271,2020,2021-04-06T00:00:00,Guilford,132 TALCOTT RD,244880,490000,0.4997,Residential,Single Family
201507,2020,2021-09-13T00:00:00,Danbury,31 WOOSTER HEIGHTS,170100,355000,0.4791,Residential,Single Family
20463,2020,2021-08-24T00:00:00,Bethel,64 NASHVILLE ROAD UNIT E,86730,117000,0.7412,Residential,Condo
20555,2020,2021-08-09T00:00:00,Darien,373 BROOKSIDE ROAD,2216410,4450000,0.498,Residential,Single Family
200318,2020,2021-05-07T00:00:00,East Lyme,33 WAYNE DR,190050,411000,0.4624,Residential,Single Family
200254,2020,2021-01-20T00:00:00,Groton,8 COURTLAND DR,86240,165000,0.5226,Residential,Condo
200523,2020,2021-05-17T00:00:00,Enfield,26 WAGON RD,121410,204000,0.5951,Residential,Single Family
200077,2020,2021-01-25T00:00:00,Easton,920 WESTPORT ROAD,849390,1468040,0.5785,Residential,Single Family
200025,2020,2020-11-09T00:00:00,Columbia,81 DOUBLEDAY ROAD,131400,232000,0.5663,Residential,Single Family
201221,2020,2021-07-15T00:00:00,Danbury,3 VARIAN DR,231500,165350,1.4,Residential,Single Family
200139,2020,2021-05-03T00:00:00,Canton,707 TIMBER LANE,104320,164000,0.636,Residential,Condo
20190,2020,2021-02-18T00:00:00,Darien,39 DUBOIS ST.,526050,675000,0.7793,Residential,Single Family
200907,2020,2021-06-14T00:00:00,Bristol,895 MATTHEWS ST UN 12,56840,132000,0.4306,Residential,Condo
2000189,2020,2021-02-17T00:00:00,Cheshire,300 ARGYLE RD,192090,397500,0.4832,Residential,Single Family
200259,2020,2021-09-16T00:00:00,East Windsor,5 RED FOX TRAIL,148530,318900,0.4657,Residential,Condo
200563,2020,2021-07-26T00:00:00,Farmington,2 PARTRIDGE LA,179650,325000,0.5527,Residential,Condo
200367,2020,2021-07-19T00:00:00,Killingly,80 PINEVILLE RD,2440,12000,0.2033,Vacant Land,
200276,2020,2020-11-24T00:00:00,Greenwich,49 SUMNER ROAD,1620150,2640000,0.6136,Residential,Single Family
201052,2020,2021-06-10T00:00:00,Danbury,27 CROWS NEST LA 2I,103200,234000,0.441,Residential,Condo
200868,2020,2021-06-02T00:00:00,Bristol,80 LAKEWOOD CIRCLE,388750,750000,0.5183,Residential,Single Family
201186,2020,2021-08-16T00:00:00,Bristol,371 EMMETT ST UN 72,58520,105000,0.5573,Residential,Condo
201144,2020,2021-06-08T00:00:00,Greenwich,23 STANWICH ROAD,1071000,1800000,0.595,Residential,Single Family
200616,2020,2021-06-18T00:00:00,Enfield,13 EILEEN LA,139440,265000,0.526188679,Residential,Single Family
20016,2020,2020-11-03T00:00:00,Ashford,118 ASHFORD CENTER RD,374000,325000,1.1507,Commercial,
200214,2020,2021-05-19T00:00:00,Coventry,81 WASHBURN AVE,126800,224000,0.566,Residential,Single Family
200701,2020,2021-03-08T00:00:00,Greenwich,13 DAVENPORT AVENUE,776440,1800000,0.4313,Residential,Single Family
200025,2020,2020-12-09T00:00:00,Cornwall,240 DIBBLE HILL RD,93100,115000,0.8095,Vacant Land,
200102,2020,2021-07-01T00:00:00,Beacon Falls,162 WEST ROAD,254720,442500,0.5756,Residential,Single Family
2020037,2020,2020-10-30T00:00:00,Berlin,1631 BERLIN TPKE,174600,350000,0.4988,Commercial,
20593,2020,2021-04-01T00:00:00,Hartford,66 NEPAUG ST,46830,198400,0.236,Residential,Single Family
200324,2020,2021-02-22T00:00:00,Glastonbury,278 THREE MILE RD,277000,440000,0.6295,Residential,Single Family
20689,2020,2021-07-08T00:00:00,East Hartford,24 NORTHBROOK CT,83360,137000,0.6084,Residential,Condo
200105,2020,2020-11-13T00:00:00,Glastonbury,467 E CARRIAGE DR,215800,225000,0.9591,Residential,Single Family
200150,2020,2020-12-09T00:00:00,East Haven,112 FRENCH AVE,104690,141001,0.7424,Residential,Single Family
201187,2020,2021-06-07T00:00:00,Greenwich,0 LEGRANDE AVENUE,21210,24000,0.8837,Vacant Land,
200000268,2020,2021-05-19T00:00:00,Brookfield,27 SHORT OAK DR UNIT 1804,260780,400000,0.6519,Residential,Condo
200103,2020,2021-03-23T00:00:00,Canton,65 ALBANY TURNPIKE,1552600,1000000,1.5526,Commercial,
200331,2020,2021-02-08T00:00:00,Enfield,12 HAMPTON CHASE,87060,177000,0.4918,Residential,Condo
200017,2020,2020-11-13T00:00:00,Harwinton,14 WILSON POND RD,291030,530000,0.5491,Residential,Single Family
200051,2020,2021-01-25T00:00:00,Goshen,153 WEST HYERDALE DRIVE,837620,1210000,0.6922,Residential,Single Family
20054,2020,2021-05-18T00:00:00,Barkhamsted,14 AQUATIC RD,82830,125000,0.6626,Residential,Single Family
200072,2020,2020-12-04T00:00:00,Coventry,348 MERROW RD,114400,214900,0.5323,Residential,Single Family
200112,2020,2020-12-09T00:00:00,Avon,11 QUAIL RIDGE DRIVE,423020,640000,0.6609,Residential,Single Family
200599,2020,2021-06-21T00:00:00,Glastonbury,14 APRIL DR,187600,335000,0.56,Residential,Single Family
20083,2020,2020-11-18T00:00:00,Bethel,75 MAPLE AVENUE,168770,229000,0.7369,Residential,Single Family
20495,2020,2021-09-07T00:00:00,Bethel,5 DRUID LANE,17500,530024,0.033,Residential,Condo
200302,2020,2021-03-29T00:00:00,Farmington,55 SNOWBERRY LANE,124230,487235,0.2549,Residential,Single Family
20702,2020,2021-07-12T00:00:00,East Hartford,121 PRESTIGE PARK CIR,937140,2697331,0.3474,Commercial,
200934,2020,2021-05-13T00:00:00,Danbury,83-85 WEST ST,541300,620000,0.873,Commercial,
200286,2020,2021-04-20T00:00:00,East Lyme,1 TERRACE AVE,147070,260000,0.5656,Residential,Single Family
200630,2020,2021-08-11T00:00:00,East Haven,233 MANSFIELD GROVE RD #405,250890,396000,0.6335,Residential,Condo
200296,2020,2020-12-15T00:00:00,Bristol,70 GRIDLEY ST,73080,150000,0.4872,Residential,Single Family
200808,2020,2021-08-10T00:00:00,Enfield,16 POST RD,153360,275000,0.5576,Residential,Single Family
201225,2020,2021-09-07T00:00:00,Manchester,30 GIANNA DRIVE UNIT 30,163100,283000,0.5763,Residential,Single Family
20221,2020,2021-03-16T00:00:00,Darien,49 MANSFIELD AVE,788760,1715000,0.4599,Residential,Single Family
200699,2020,2021-04-19T00:00:00,Bristol,114 GREYSTONE AVE,130830,262000,0.4993,Residential,Single Family
200190,2020,2021-02-03T00:00:00,East Lyme,285-287 BOSTON POST RD,808360,434900,1.8587,Residential,Condo
200004,2020,2020-10-01T00:00:00,Greenwich,325 TACONIC ROAD,2296700,2800000,0.8202,Residential,Single Family
200210,2020,2021-07-26T00:00:00,Canton,9 EAST STREET,133100,292500,0.455,Residential,Two Family
201580,2020,2021-08-12T00:00:00,Greenwich,116 GREENWICH HILLS DRIVE,474180,300000,1.5806,Residential,Condo
200165,2020,2021-01-15T00:00:00,East Lyme,2 MOHAWK DR,196140,420000,0.467,Residential,Single Family
200576,2020,2021-06-14T00:00:00,Glastonbury,7 CHASE HOLLOW LN,363200,610000,0.5954,Residential,Single Family
200784,2020,2021-09-24T00:00:00,Groton,268 FLANDERS RD,510510,420000,1.2155,Commercial,
200077,2020,2021-02-02T00:00:00,Mansfield,24 THOMPSON RD,171900,285000,0.6031,Residential,Single Family
200372,2020,2021-07-02T00:00:00,Avon,15 CHURCHILL PLACE,362060,611000,0.5925,Residential,Single Family
200445,2020,2021-08-04T00:00:00,East Lyme,10 ESTHER POND LN,340970,635000,0.5369,Residential,Single Family
20039,2020,2020-10-19T00:00:00,East Hartford,39 ROWLAND DR,128650,235000,0.5474,Residential,Single Family
200000319,2020,2021-07-06T00:00:00,Brookfield,15 ANDOVER COURT,84840,167500,0.5065,Residential,Condo
200027,2020,2021-07-26T00:00:00,Bozrah,234 FITCHVILLE RD,105700,200000,0.5285,Residential,Two Family
20583,2020,2021-03-31T00:00:00,Hartford,219 GOODRICH ST,47635,190000,0.2507,Residential,Single Family
200691,2020,2021-04-09T00:00:00,Manchester,107 STRICKLAND STREET,127300,237500,0.536,Residential,Single Family
200010,2020,2020-12-28T00:00:00,Bozrah,163 WAWECUS HILL RD,278960,500000,0.5579,Residential,Single Family
20101,2020,2020-11-25T00:00:00,Bethel,6 MIDWAY DRIVE,169120,280000,0.604,Residential,Single Family
200123,2020,2021-02-16T00:00:00,East Haddam,35 GRISTMILL RD,102420,175000,0.5852,Residential,Single Family
200017,2020,2020-12-22T00:00:00,Bridgewater,79 BLUEBERRY HILL ROAD,205800,385000,0.5345,Residential,Single Family
200008,2020,2020-11-04T00:00:00,Lyme,0 NORWICH SALEM RD,40900,111880,0.3655,Vacant Land,
200102,2020,2020-12-15T00:00:00,Killingly,60 ACADEMY ST,125090,229900,0.5441,Residential,Single Family
200998,2020,2021-05-11T00:00:00,Greenwich,0 PERKELY LANE,1470000,1200000,1.225,Vacant Land,
200026,2020,2020-10-26T00:00:00,Colchester,183 STANAVAGE RD,58400,85000,0.687,Residential,Single Family
200006,2020,2020-10-02T00:00:00,Litchfield,50 HIGHLAND AVE,146200,273000,0.5355,Residential,Single Family
20086,2020,2021-05-03T00:00:00,Lebanon,113 NORWICH AVE,124360,272000,0.4572,Residential,Single Family
200297,2020,2021-05-19T00:00:00,Avon,32 HERITAGE DRIVE,109470,215000,0.5091,Residential,Condo
200865,2020,2021-09-22T00:00:00,Glastonbury,43 CONESTOGA WAY,102500,203000,0.5049,Residential,Condo
200294,2020,2020-12-01T00:00:00,Manchester,14 PERKINS STREET,106900,190000,0.5626,Residential,Single Family
2000180,2020,2021-02-09T00:00:00,Cheshire,411 W MAIN ST,171230,320000,0.535,Commercial,
200570,2020,2021-07-27T00:00:00,Farmington,7-H LYLE COURT,133750,215000,0.622,Residential,Condo
200087,2020,2021-05-28T00:00:00,Beacon Falls,157 BEACON HILL COMMON,70590,159900,0.4414,Residential,Condo
20184,2020,2020-12-03T00:00:00,East Hartford,117 LANGFORD LN,152260,293000,0.5196,Residential,Single Family
201403,2020,2021-07-14T00:00:00,Greenwich,141 WEAVER STREET,867860,1500000,0.578573333,Residential,Single Family
20493,2020,2021-09-03T00:00:00,Bethel,517 COPPER SQUARE DRIVE,204890,395000,0.5187,Residential,Condo
200484,2020,2021-06-28T00:00:00,Farmington,8280 FOREST ST,3460,95000,0.0364,Vacant Land,
200239,2020,2021-03-23T00:00:00,Madison,13 WEST SUSSEX PL,188200,318000,0.5918,Residential,Condo
2020218,2020,2021-04-09T00:00:00,Berlin,38 MEADOW LN,198900,328000,0.6064,Residential,Single Family
200503,2020,2021-09-13T00:00:00,East Lyme,106 HILLCREST RD,140280,272000,0.5157,Residential,Single Family
20000190,2020,2021-06-24T00:00:00,Granby,20 OAKRIDGE DR,171710,333000,0.5156,Residential,Single Family
200096,2020,2020-11-09T00:00:00,Glastonbury,43 WREN HOLLOW,523600,800000,0.6545,Residential,Single Family
200557,2020,2021-06-22T00:00:00,Groton,0 GOLD STAR HWY,7000,10000,0.7,Vacant Land,
20000134,2020,2021-04-05T00:00:00,Granby,8 MURIEL DR,145180,295000,0.4921,Residential,Single Family
20420,2020,2021-06-21T00:00:00,Darien,5 HOLLY LANE,2192890,3350000,0.6545,Residential,Single Family
200049,2020,2021-01-19T00:00:00,Kent,80 NORTH MAIN ST B5UB3,94900,225000,0.4217,Residential,Condo
200921,2020,2021-09-20T00:00:00,Enfield,4 ROSANNE ST,133950,255000,0.5252,Residential,Single Family
200376,2020,2021-06-03T00:00:00,Guilford,7 LONG HILL FARM,180600,375000,0.4816,Residential,Single Family
200042,2020,2020-11-30T00:00:00,Canton,139 WEST SIMSBURY ROAD,425900,657500,0.6477,Residential,Single Family
2000145,2020,2021-02-17T00:00:00,Bloomfield,24 SPRUCE STREET,98770,105000,0.940666667,Residential,Single Family
20100,2020,2020-11-25T00:00:00,Bethel,6 MIDWAY DRIVE,169120,280000,0.604,Residential,Single Family
200226,2020,2021-06-16T00:00:00,East Haddam,52 ALGER RD,134230,282000,0.4759,Residential,Single Family
20069,2020,2020-11-09T00:00:00,Bethel,16-2 FRANCIS J CLARKE,94780,130000,0.729,Industrial,
20000033,2020,2021-07-22T00:00:00,Hampton,8 NEFF RD,100530,152500,0.6592,Residential,Single Family
200729,2020,2021-04-26T00:00:00,Manchester,267 HIGHLAND STREET,132500,100000,1.325,Residential,Single Family
20187,2020,2021-07-19T00:00:00,Burlington,28 HUNTERS CROSSING,320670,565000,0.5675,Residential,Single Family
200123,2020,2020-11-13T00:00:00,Branford,48 MONTOYA,84300,154000,0.5474,Residential,Condo
20325,2020,2021-01-29T00:00:00,East Hartford,55 CHRISTOPHER CT,90890,130000,0.699153846,Residential,Single Family
200086,2020,2021-03-22T00:00:00,Hebron,80 BIRCH HILL RD,54950,109900,0.5,Vacant Land,
201378,2020,2021-08-18T00:00:00,Danbury,166 OLD BROOKFIELD RD 29-2,121600,279000,0.4358,Residential,Condo
200167,2020,2020-12-21T00:00:00,Farmington,3 ROMA DR,234120,390000,0.6003,Residential,Single Family
200166,2020,2021-01-27T00:00:00,Avon,125 MALLARD DRIVE,95400,140000,0.6814,Residential,Condo
20009,2020,2020-10-23T00:00:00,Barkhamsted,5 + 13 OLD COACH RD,173980,290000,0.599931034,Residential,Single Family
200620,2020,2021-08-11T00:00:00,Farmington,10 CHERYL DR,193820,406000,0.4773,Residential,Single Family
200369,2020,2021-03-03T00:00:00,Enfield,24 GREEN MANOR RD,110170,220661,0.4992,Residential,Single Family
201750,2020,2021-09-21T00:00:00,Greenwich,523 EAST PUTNAM AVENUE UNA,1318240,1711719,0.7701,Residential,Condo
20340,2020,2021-01-19T00:00:00,Hartford,23 BLISS ST,48615,180000,0.27,Residential,Single Family
200072,2020,2020-11-03T00:00:00,Guilford,1028 MOOSE HILL RD,186100,320000,0.5815,Residential,Single Family
200733,2020,2021-03-15T00:00:00,Greenwich,3 JUNIPER LANE,1847510,2895000,0.6381,Residential,Single Family
200028,2020,2020-11-02T00:00:00,Coventry,14 NOOR DR,244600,355000,0.689,Residential,Single Family
200253,2020,2021-03-31T00:00:00,Madison,1389 DURHAM RD,230700,372500,0.6193,Residential,Single Family
200024,2020,2020-11-17T00:00:00,Bethlehem,57 GREEN HILL ROAD,176200,365000,0.4827,Residential,Single Family
200436,2020,2021-01-21T00:00:00,Bristol,71 CYPRESS ST,102620,215000,0.4773,Residential,Single Family
200354,2020,2021-09-20T00:00:00,Coventry,2812 MAIN ST,156900,325000,0.4827,Residential,Single Family
